Brand;Model;Generation;Version
Volkswagen; Golf; VI(2008-2016); Hatchback5d(2008-2012)
Volkswagen; Golf; VI(2008-2016); Variant(2008-2016)
Volkswagen; Golf; V(2003-2008); Kombi(2005-2008)
Volkswagen; Golf; V(2003-2008); Hatchback(2003-2008)
Volkswagen; Golf; IV(1997-2006); Kombi(1999-2006)
Volkswagen; Golf; IV(1997-2006); Cabrio(1998-2005)
Volkswagen; Golf; IV(1997-2006); Hatchback(1997-2003)
Volkswagen; Golf; III(1991-1999); Kombi(1993-1999)
Volkswagen; Golf; III(1991-1999); Cabrio(1993-1998)
Volkswagen; Golf; III(1991-1999); Hatchback(1991-1997)
Volkswagen; Golf; II(1983-1992);
Volkswagen; Golf; I(1974-1994); Cabrio(1979-1994)
Volkswagen; Golf; I(1974-1994); Hatchback(1974-1983)
Volkswagen; ID. Buzz; PlaceholderGen; Van(2022-teraz)
Volkswagen; ID. Buzz; PlaceholderGen; Cargo(2022-teraz)
Volkswagen; ID.3; PlaceholderGen; HatchbackFacelifting(2023-teraz)
Volkswagen; ID.3; PlaceholderGen; Hatchback(2019-2023)
Volkswagen; ID.4; PlaceholderGen;
Volkswagen; ID.5; PlaceholderGen;
Volkswagen; ID.7; PlaceholderGen;
Volkswagen; Multivan; T7(2021-teraz); VanL1(2021-teraz)
Volkswagen; Multivan; T7(2021-teraz); VanL2(2021-teraz)
Volkswagen; Multivan; T7(2021-teraz); VANL1Plug-In(2021-teraz)
Volkswagen; Multivan; T7(2021-teraz); VANL2Plug-In(2021-teraz)
Volkswagen; Multivan; T6(0-teraz);
Volkswagen; Passat; B9(2023-teraz);
Volkswagen; Passat; B8(2014-teraz); GTEFacelifting(2019-2021)
Volkswagen; Passat; B8(2014-teraz); GTEVariantFacelifting(2019-teraz)
Volkswagen; Passat; B8(2014-teraz); LimousineFacelifting(2019-2021)
Volkswagen; Passat; B8(2014-teraz); VariantFacelifting(2019-teraz)
Volkswagen; Passat; B8(2014-teraz); AlltrackFacelifting(2019-teraz)
Volkswagen; Passat; B8(2014-teraz); GTE(2016-2019)
Volkswagen; Passat; B8(2014-teraz); GTEVariant(2016-2019)
Volkswagen; Passat; B8(2014-teraz); Alltrack(2015-2019)
Volkswagen; Passat; B8(2014-teraz); Limousine(2014-2019)
Volkswagen; Passat; B8(2014-teraz); Variant(2014-2019)
Volkswagen; Passat; B7(2010-2014); Alltrack(2012-2014)
Volkswagen; Passat; B7(2010-2014); Variant(2010-2014)
Volkswagen; Passat; B7(2010-2014); Limousine(2010-2014)
Volkswagen; Passat; B6(2005-2010); Sedan(2005-2010)
Volkswagen; Passat; B6(2005-2010); Variant(2005-2010)
Volkswagen; Passat; B5(1996-2005); Kombi(1997-2005)
Volkswagen; Passat; B5(1996-2005); Sedan(1996-2005)
Volkswagen; Passat; B4(1993-1997); Sedan(1993-1997)
Volkswagen; Passat; B4(1993-1997); Kombi(1993-1997)
Volkswagen; Passat; B3(1988-1993); Sedan(1988-1993)
Volkswagen; Passat; B3(1988-1993); Kombi(1988-1993)
Volkswagen; Passat; B2(1980-1988); Coupe(1980-1988)
Volkswagen; Passat; B2(1980-1988); Hatchback(1980-1988)
Volkswagen; Passat; B2(1980-1988); Kombi(1980-1988)
Volkswagen; Passat; B1(1973-1980); Kombi(1973-1980)
Volkswagen; Passat; B1(1973-1980); Hatchback(1973-1980)
Volkswagen; Polo; VI(2017-teraz); Hatchback5dFacelifting(2021-teraz)
Volkswagen; Polo; VI(2017-teraz); GTIFacelifting(2021-teraz)
Volkswagen; Polo; VI(2017-teraz); Hatchback5d(2017-2021)
Volkswagen; Polo; VI(2017-teraz); GTI(2017-2020)
Volkswagen; Polo; V(2009-2017); GTi3d(2015-2017)
Volkswagen; Polo; V(2009-2017); GTi5d(2015-2017)
Volkswagen; Polo; V(2009-2017); Hatchback3dFacelifting(2014-2017)
Volkswagen; Polo; V(2009-2017); Hatchback5dFacelifting(2014-2017)
Volkswagen; Polo; V(2009-2017); VAN(2013-2014)
Volkswagen; Polo; V(2009-2017); Hatchback3d(2009-2014)
Volkswagen; Polo; V(2009-2017); Hatchback5d(2009-2014)
Volkswagen; Polo; IV(1999-2009); Fun(2003-2009)
Volkswagen; Polo; IV(1999-2009); Sedan(1999-2009)
Volkswagen; Polo; IV(1999-2009); Hatchback(1999-2009)
Volkswagen; Polo; III(1994-2001); Kombi(1997-2001)
Volkswagen; Polo; III(1994-2001); Sedan(1995-2001)
Volkswagen; Polo; III(1994-2001); Hatchback(1994-2001)
Volkswagen; Polo; II(1981-1994); HatchbackFacelifting(1985-1994)
Volkswagen; Polo; II(1981-1994); Hatchback(1981-1994)
Volkswagen; Polo; I(1975-1981);
Volkswagen; Sharan; II(2010-teraz); VanFacelifting(2015-teraz)
Volkswagen; Sharan; II(2010-teraz); Van(2010-2015)
Volkswagen; Sharan; I(1995-2010);
Volkswagen; T-Cross; PlaceholderGen; SUVFacelifting(2024-teraz)
Volkswagen; T-Cross; PlaceholderGen; SUV(2018-2024)
Volkswagen; T-Roc; PlaceholderGen; SUVFacelifting(2022-teraz)
Volkswagen; T-Roc; PlaceholderGen; SUVRFacelifting(2022-teraz)
Volkswagen; T-Roc; PlaceholderGen; SUVR(2019-2021)
Volkswagen; T-Roc; PlaceholderGen; SUV(2017-2021)
Volkswagen; Taigo; PlaceholderGen;
Volkswagen; Tiguan; II(2016-teraz); SUVR(2021-teraz)
Volkswagen; Tiguan; II(2016-teraz); SUVPlug-in(2021-teraz)
Volkswagen; Tiguan; II(2016-teraz); SUVFacelifting(2020-teraz)
Volkswagen; Tiguan; II(2016-teraz); SUVOffroad(2019-2020)
Volkswagen; Tiguan; II(2016-teraz); SUV(2016-2020)
Volkswagen; Tiguan; I(2007-2016); SUVFacelifting(2011-2016)
Volkswagen; Tiguan; I(2007-2016); SUV(2007-2011)
Volkswagen; Tiguan Allspace; PlaceholderGen; SUVFacelifting(2021-teraz)
Volkswagen; Tiguan Allspace; PlaceholderGen; SUV(2017-2021)
Volkswagen; Touareg; III(2018-teraz); SUVFacelifting(2023-teraz)
Volkswagen; Touareg; III(2018-teraz); e-HybridFacelifting(2023-teraz)
Volkswagen; Touareg; III(2018-teraz); RFacelifting(2023-teraz)
Volkswagen; Touareg; III(2018-teraz); e-Hybrid(2020-2023)
Volkswagen; Touareg; III(2018-teraz); R(2020-teraz)
Volkswagen; Touareg; III(2018-teraz); SUV(2018-2023)
Volkswagen; Touareg; II(2010-2017); SUVFacelifting(2014-2017)
Volkswagen; Touareg; II(2010-2017); SUV(2010-2014)
Volkswagen; Touareg; I(2002-2010);
Volkswagen; Touran; III(2015-teraz);
Volkswagen; Touran; II(2010-2015);
Volkswagen; Touran; I(2003-2010);
Volkswagen; up!; PlaceholderGen; GTI3d(2017-teraz)
Volkswagen; up!; PlaceholderGen; GTI5d(2017-teraz)
Volkswagen; up!; PlaceholderGen; e-up(2016)
Volkswagen; up!; PlaceholderGen; Hatchback5dFacelifting(2016-teraz)
Volkswagen; up!; PlaceholderGen; Hatchback3dFacelifting(2016-teraz)
Volkswagen; up!; PlaceholderGen; e-upFacelifting(2016-teraz)
Volkswagen; up!; PlaceholderGen; Hatchback3d(2011-2016)
Volkswagen; up!; PlaceholderGen; Hatchback5d(2011-2016)
Volkswagen;215; PlaceholderGen;
Volkswagen; Beetle; PlaceholderGen; Hatchback3dFL(2017)
Volkswagen; Beetle; PlaceholderGen; Cabriolet(2013-2016)
Volkswagen; Beetle; PlaceholderGen; Hatchback3d(2011-2016)
Volkswagen; Bora; PlaceholderGen; Sedan(1998-2005)
Volkswagen; Bora; PlaceholderGen; Kombi(1997-2005)
Volkswagen; CC; PlaceholderGen;
Volkswagen; Corrado; PlaceholderGen;
Volkswagen; Derby; II(1981-1984);
Volkswagen; Derby; I(1977-1981);
Volkswagen; EOS; PlaceholderGen; CoupeCabrioFacelifting(2011-2012)
Volkswagen; EOS; PlaceholderGen; CoupeCabrio(2006-2010)
Volkswagen; Fox; PlaceholderGen; SpaceFox(2006-2011)
Volkswagen; Fox; PlaceholderGen; CrossFox(2005-2011)
Volkswagen; Fox; PlaceholderGen; Hatchback(2004-2011)
Volkswagen; Garbus; PlaceholderGen; Cabrio(1964-1981)
Volkswagen; Garbus; PlaceholderGen; Standard(1949-2003)
Volkswagen; Golf Plus; II(2008-2012);
Volkswagen; Golf Plus; I(2004-2008);
Volkswagen; Golf Sportsvan; PlaceholderGen; SportsvanFacelifting(2018-2020)
Volkswagen; Golf Sportsvan; PlaceholderGen; Sportsvan(2013-2017)
Volkswagen; Jetta; VI(2011-2017); SedanFacelifting(2014-2017)
Volkswagen; Jetta; VI(2011-2017); Sedan(2011-2014)
Volkswagen; Jetta; V(2005-2010);
Volkswagen; Jetta; IV(1998-2005);
Volkswagen; Jetta; III(1991-1998);
Volkswagen; Jetta; II(1984-1992);
Volkswagen; Jetta; I(1979-1984); Coupe(1979-1984)
Volkswagen; Jetta; I(1979-1984); Sedan(1979-1983)
Volkswagen; LT; II(1996-2006);
Volkswagen; LT; I(1975-1996);
Volkswagen; Lupo; PlaceholderGen;
Volkswagen; New Beetle; PlaceholderGen; Cabrio(2002-2005)
Volkswagen; New Beetle; PlaceholderGen; Hatchback(1998-2005)
Volkswagen; Nuevo Vento; PlaceholderGen;
Volkswagen; Passat CC; PlaceholderGen;
Volkswagen; Phaeton; PlaceholderGen;
Volkswagen; Santana; PlaceholderGen;
Volkswagen; Scirocco; III(2008-2017); CoupeR(2015-2017)
Volkswagen; Scirocco; III(2008-2017); CoupeFacelifting(2014-2017)
Volkswagen; Scirocco; III(2008-2017); Coupe(2008-2014)
Volkswagen; Scirocco; II(1980-1992);
Volkswagen; Scirocco; I(1974-1980);
Volkswagen; Taro; PlaceholderGen;
Volkswagen; Vento; PlaceholderGen;
Volkswagen; XL1; PlaceholderGen;
Volvo; C40; PlaceholderGen;
Volvo; EX 90; PlaceholderGen;
Volvo; EX-30; PlaceholderGen;
Volvo; S60; III(2018-teraz); SedanFacelifting(2023-teraz)
Volvo; S60; III(2018-teraz); SedanPlug-InFacelifting(2023-teraz)
Volvo; S60; III(2018-teraz); SedanPlugIn(2018-2023)
Volvo; S60; III(2018-teraz); Sedan(2018-2023)
Volvo; S60; II(2010-2019); CrossCountry(2015-2019)
Volvo; S60; II(2010-2019); SedanFacelifting(2013-2019)
Volvo; S60; II(2010-2019); Sedan(2010-2013)
Volvo; S60; I(2000-2010);
Volvo; S90; II(2016-teraz); SedanFacelifting(2020-teraz)
Volvo; S90; II(2016-teraz); SedanPlug-InFacelifting(2020-teraz)
Volvo; S90; II(2016-teraz); SedanPlug-In(2019-2020)
Volvo; S90; II(2016-teraz); Sedan(2016-2020)
Volvo; S90; I(1997-1998);
Volvo; V60; II(2018-teraz); KombiFacelifting(2023-teraz)
Volvo; V60; II(2018-teraz); CrossCountryFacelifting(2023-teraz)
Volvo; V60; II(2018-teraz); KombiPlug-InFacelifting(2023-teraz)
Volvo; V60; II(2018-teraz); KombiPlug-in(2019-2023)
Volvo; V60; II(2018-teraz); CrossCountry(2018-2023)
Volvo; V60; II(2018-teraz); Kombi(2018-2023)
Volvo; V60; I(2010-2018); CrossCountry(2015-2018)
Volvo; V60; I(2010-2018); KombiFacelifting(2013-2018)
Volvo; V60; I(2010-2018); Kombi(2010-2013)
Volvo; V90; II(2016-teraz); CrossCountryFacelifting(2020-teraz)
Volvo; V90; II(2016-teraz); KombiFacelifting(2020-teraz)
Volvo; V90; II(2016-teraz); Plug-InFacelifting(2020-teraz)
Volvo; V90; II(2016-teraz); KombiPlugIn(2019-2020)
Volvo; V90; II(2016-teraz); Kombi(2016-2020)
Volvo; V90; II(2016-teraz); CrossCountry(2016-2020)
Volvo; V90; I(1997-2000);
Volvo; XC40; PlaceholderGen; Recharge(2022-teraz)
Volvo; XC40; PlaceholderGen; CrossoverFacelifting(2022-teraz)
Volvo; XC40; PlaceholderGen; CrossoverPlug-InFacelifting(2022-teraz)
Volvo; XC40; PlaceholderGen; CrossoverPlug-In(2019-2021)
Volvo; XC40; PlaceholderGen; Crossover(2017-2021)
Volvo; XC60; II(2017-teraz); CrossoverFacelifting(2022-teraz)
Volvo; XC60; II(2017-teraz); CrossoverPlug-InFacelifting(2022-teraz)
Volvo; XC60; II(2017-teraz); CrossoverPlug-In(2019-2021)
Volvo; XC60; II(2017-teraz); Crossover(2017-2021)
Volvo; XC60; I(2008-2017); SUVFacelifting(2013-2017)
Volvo; XC60; I(2008-2017); SUV(2008-2013)
Volvo; XC90; II(2014-teraz); SUVPlug-In(2019-teraz)
Volvo; XC90; II(2014-teraz); SUVFacelifting(2019-teraz)
Volvo; XC90; II(2014-teraz); SUV(2014-2019)
Volvo; XC90; I(2002-2014);
Volvo;240; PlaceholderGen; Sedan(1974-1993)
Volvo;240; PlaceholderGen; Kombi(1974-1993)
Volvo;240; PlaceholderGen; Coupe(1974-1993)
Volvo;244; PlaceholderGen;
Volvo;264; PlaceholderGen;
Volvo;340; PlaceholderGen; Hatchback(1982-1991)
Volvo;340; PlaceholderGen; Sedan(1975-1991)
Volvo;345; PlaceholderGen;
Volvo;360; PlaceholderGen; Hatchback(1981-1991)
Volvo;360; PlaceholderGen; Sedan(1981-1991)
Volvo;440; PlaceholderGen;
Volvo;460; PlaceholderGen;
Volvo;480; PlaceholderGen;
Volvo;740; PlaceholderGen; Kombi(1983-1992)
Volvo;740; PlaceholderGen; Sedan(1983-1992)
Volvo;745; PlaceholderGen;
Volvo;760; PlaceholderGen; Kombi(1984-1992)
Volvo;760; PlaceholderGen; Sedan(1981-1992)
Volvo;780; PlaceholderGen;
Volvo;850; PlaceholderGen; Kombi(1992-1997)
Volvo;850; PlaceholderGen; Sedan(1991-1997)
Volvo;940; PlaceholderGen; Kombi(1990-1998)
Volvo;940; PlaceholderGen; Sedan(1988-1998)
Volvo;960; PlaceholderGen; Sedan(1990-1996)
Volvo;960; PlaceholderGen; Kombi(1990-1996)
Volvo; C30; PlaceholderGen; Hatchback3dFacelifting(2010-2012)
Volvo; C30; PlaceholderGen; Hatchback3d(2006-2010)
Volvo; C70; II(2006-2014); CoupeCabrioFacelifting(2011-2014)
Volvo; C70; II(2006-2014); CoupeCabrio(2006-2011)
Volvo; C70; I(1997-2005); Cabrio(1998-2005)
Volvo; C70; I(1997-2005); Coupe(1997-2002)
Volvo; S40; II(2004-2012);
Volvo; S40; I(1995-2004);
Volvo; S70; PlaceholderGen;
Volvo; S80; II(2006-2016); SedanFacelifting(2013-2016)
Volvo; S80; II(2006-2016); Sedan(2006-2013)
Volvo; S80; I(1998-2006);
Volvo; V40; II(2012-2019); HatchbackFacelifting(2016-2019)
Volvo; V40; II(2012-2019); CrossCountryFacelifting(2016-2019)
Volvo; V40; II(2012-2019); CrossCountry(2012-2016)
Volvo; V40; II(2012-2019); Hatchback(2012-2016)
Volvo; V40; I(1995-2004);
Volvo; V50; PlaceholderGen;
Volvo; V70; III(2007-2016); KombiFacelifting(2013-2016)
Volvo; V70; III(2007-2016); Kombi(2007-2016)
Volvo; V70; II(2000-2007);
Volvo; V70; I(1997-2000);
Volvo; XC70; II(2007-2016); KombiFacelifting(2013-2016)
Volvo; XC70; II(2007-2016); Kombi(2007-2013)
Volvo; XC70; I(2000-2007);
Acura; MDX; II(2007-teraz);
Acura; MDX; I(2001-2006);
Acura; TL; IV(2008-teraz);
Acura; TL; III(2004-2008);
Acura; TL; II(1999-2003);
Acura; TL; I(1995-1998);
Acura; TSX; II(2009-teraz);
Acura; TSX; I(2004-2008);
Acura; CL; II(2001-2003);
Acura; CL; I(1997-1999);
Acura; CSX; PlaceholderGen;
Acura; EL; II(2001-2005);
Acura; EL; I(1996-2000);
Acura; Integra; III(1994-2001);
Acura; Integra; II(1989-1993);
Acura; Integra; I(1985-1989);
Acura; NSX; PlaceholderGen;
Acura; RDX; II(2013-2018); TerenowyFacelifting(2016-2018)
Acura; RDX; II(2013-2018); Terenowy(2013-2015)
Acura; RDX; I(2006-2012);
Acura; RL; II(2005-2012);
Acura; RL; I(1996-2004);
Acura; RSX; PlaceholderGen;
Acura; SLX; PlaceholderGen;
Acura; Vigor; PlaceholderGen;
Aixam; A 721; PlaceholderGen;
Aixam; A 741; PlaceholderGen;
Aixam; A 751; PlaceholderGen;
Aixam; City; PlaceholderGen; CityEV(2017-teraz)
Aixam; City; PlaceholderGen; Hatchback(2015-teraz)
Aixam; Coupe; PlaceholderGen; CoupeEV(2017-teraz)
Aixam; Coupe; PlaceholderGen; Coupe(2015-teraz)
Aixam; Crossline; PlaceholderGen;
Aixam; Crossover; PlaceholderGen;
Aixam; Miniauto; PlaceholderGen;
Andoria; Gazela; PlaceholderGen;
Bugatti; Chiron; PlaceholderGen;
Bugatti; Veyron 16.4; PlaceholderGen;
Bugatti; EB 118; PlaceholderGen;
Bugatti; EB 218; PlaceholderGen;
Buick; Enclave; PlaceholderGen;
Buick; LaCrosse; II(2009-teraz);
Buick; LaCrosse; I(2004-2009);
Buick; Lucerne; PlaceholderGen;
Buick; Century; II(1997-2005);
Buick; Century; I(1982-1996);
Buick; Electra; VI(1985-1990); Sedan(1985-1990)
Buick; Electra; VI(1985-1990); Coupe(1985-1990)
Buick; Electra; V(1977-1984); Estate(1980-1984)
Buick; Electra; V(1977-1984); Sedan(1977-1984)
Buick; Electra; IV(1971-1976); Hardtop2d(1971-1976)
Buick; Electra; IV(1971-1976); Hardtop4d(1971-1976)
Buick; Electra; III(1965-1970); Sedan(1965-1970)
Buick; Electra; III(1965-1970); Hardtop2d(1965-1970)
Buick; Electra; III(1965-1970); Hardtop4d(1965-1970)
Buick; Electra; II(1961-1964);
Buick; Electra; I(1959-1960);
Buick; LeSabre; II(2000-2005);
Buick; LeSabre; I(1992-2000);
Buick; Park Avenue; II(1996-2005);
Buick; Park Avenue; I(1991-1996);
Buick; Rainier; PlaceholderGen;
Buick; Regal; II(1997-2004);
Buick; Regal; I(1988-1996); Sedan(1988-1996)
Buick; Regal; I(1988-1996); Coupe(1988-1996)
Buick; Rendezvous; PlaceholderGen;
Buick; Riviera; VIII(1995-1999);
Buick; Riviera; VII(1986-1993);
Buick; Riviera; VI(1978-1985); Cabrio(1978-1985)
Buick; Riviera; VI(1978-1985); Coupe(1978-1985)
Buick; Riviera; V(1977-1978);
Buick; Riviera; IV(1974-1976);
Buick; Riviera; III(1971-1973);
Buick; Riviera; II(1966-1970);
Buick; Riviera; I(1963-1965);
Buick; Roadmaster; PlaceholderGen; Sedan(1992-1996)
Buick; Roadmaster; PlaceholderGen; Kombi(1991-1996)
Buick; Skylark; PlaceholderGen; Sedan(1992-1998)
Buick; Skylark; PlaceholderGen; Coupe(1992-1998)
Buick; Terraza; PlaceholderGen;
Cadillac; CTS; II(2007-teraz);
Cadillac; CTS; I(2002-2007);
Cadillac; Escalade; III(2007-teraz);
Cadillac; Escalade; II(2002-2007); PickUp(2003-2007)
Cadillac; Escalade; II(2002-2007); SUV(2002-2007)
Cadillac; Escalade; I(1998-2002);
Cadillac; SRX; II(2010-teraz);
Cadillac; SRX; I(2004-2009);
Cadillac; BLS; PlaceholderGen; StationWagon(2006-2010)
Cadillac; BLS; PlaceholderGen; Sedan(2006-2010)
Cadillac; Catera; PlaceholderGen;
Cadillac; DeVille; XII(1999-2006);
Cadillac; DeVille; XI(1994-1999);
Cadillac; DeVille; X(1989-1993); Coupe(1989-1993)
Cadillac; DeVille; X(1989-1993); Sedan(1989-1993)
Cadillac; DeVille; IX(1985-1988);
Cadillac; DeVille; VIII(1977-1984); Sedan(1977-1984)
Cadillac; DeVille; VIII(1977-1984); Coupe(1977-1984)
Cadillac; DeVille; VII(1974-1976); Sedan(1974-1976)
Cadillac; DeVille; VII(1974-1976); Coupe(1974-1976)
Cadillac; DeVille; VI(1971-1973); Sedan(1971-1973)
Cadillac; DeVille; VI(1971-1973); Coupe(1971-1973)
Cadillac; DeVille; V(1969-1970);
Cadillac; DeVille; IV(1964-1968);
Cadillac; DeVille; III(1959-1964);
Cadillac; DeVille; II(1955-1958);
Cadillac; DeVille; I(1949-1954);
Cadillac; DTS; PlaceholderGen;
Cadillac; Eldorado; VIII(1991-2002);
Cadillac; Eldorado; VII(1986-1991);
Cadillac; Eldorado; VI(1979-1985); Cabrio(1979-1985)
Cadillac; Eldorado; VI(1979-1985); Coupe(1979-1985)
Cadillac; Eldorado; V(1971-1978); Coupe(1971-1978)
Cadillac; Eldorado; V(1971-1978); Cabrio(1971-1978)
Cadillac; Eldorado; IV(1967-1970);
Cadillac; Eldorado; III(1959-1966); Cabrio(1959-1966)
Cadillac; Eldorado; III(1959-1966); Coupe(1959-1966)
Cadillac; Eldorado; II(1955-1958); Coupe(1955-1958)
Cadillac; Eldorado; II(1955-1958); Cabrio(1955-1958)
Cadillac; Eldorado; I(1953-1954);
Cadillac; Fleetwood; V(1993-1996);
Cadillac; Fleetwood; IV(1989-1992);
Cadillac; Fleetwood; III(1985-1988);
Cadillac; Fleetwood; II(1980-1984);
Cadillac; Fleetwood; I(1977-1979);
Cadillac; SeVille; V(1998-2004);
Cadillac; SeVille; IV(1992-1997);
Cadillac; SeVille; III(1986-1991);
Cadillac; SeVille; II(1980-1985);
Cadillac; SeVille; I(1975-1979);
Cadillac; STS; PlaceholderGen;
Cadillac; XLR; PlaceholderGen;
Chatenet; CH40; PlaceholderGen;
Chatenet; CH46; PlaceholderGen;
Chatenet; CH26; PlaceholderGen;
Chatenet; CH30; PlaceholderGen;
Chatenet; CH32; PlaceholderGen; Kombi(2015-2019)
Chatenet; CH32; PlaceholderGen; Pick-Up(2015-2019)
Chatenet; Crossover SXZ; PlaceholderGen; CH30(2016-2019)
Chatenet; Crossover SXZ; PlaceholderGen; CH26(2016-2019)
Chatenet; Sporteevo; PlaceholderGen;
Chevrolet; Aveo; T300(2011-teraz); Sedan(2011-teraz)
Chevrolet; Aveo; T300(2011-teraz); Hatchback5d(2011-teraz)
Chevrolet; Aveo; T250(2006-2011); Hatchback3d(2008-2011)
Chevrolet; Aveo; T250(2006-2011); Sedan(2006-2011)
Chevrolet; Aveo; T250(2006-2011); Hatchback5d(2006-2011)
Chevrolet; Aveo; T200(2002-2006); Hatchback(2002-2006)
Chevrolet; Aveo; T200(2002-2006); Sedan(2002-2006)
Chevrolet; Camaro; VI(2016-teraz); Coupe(2016-teraz)
Chevrolet; Camaro; VI(2016-teraz); Cabrio(2016-teraz)
Chevrolet; Camaro; V(2006-2015); Coupe(2006-2015)
Chevrolet; Camaro; V(2006-2015); Cabrio(2006-2015)
Chevrolet; Camaro; IV(1992-2002); Cabrio(1993-2002)
Chevrolet; Camaro; IV(1992-2002); Coupe(1992-2002)
Chevrolet; Camaro; III(1982-1992);
Chevrolet; Camaro; II(1970-1981);
Chevrolet; Camaro; I(1967-1969);
Chevrolet; Captiva; II(2011-teraz); SUVFacelifting(2013-teraz)
Chevrolet; Captiva; II(2011-teraz); SUV(2011-2012)
Chevrolet; Captiva; I(2006-2010);
Chevrolet; Corvette; C7(2014-teraz); Coupe(2014-teraz)
Chevrolet; Corvette; C7(2014-teraz); Convertible(2014-teraz)
Chevrolet; Corvette; C6(2004-2013); Cabrio(2005-2013)
Chevrolet; Corvette; C6(2004-2013); Coupe(2004-2013)
Chevrolet; Corvette; C5(1997-2004); Cabrio(1999-2004)
Chevrolet; Corvette; C5(1997-2004); Coupe(1997-2004)
Chevrolet; Corvette; C4(1984-1996); Cabrio(1984-1996)
Chevrolet; Corvette; C4(1984-1996); Coupe(1984-1996)
Chevrolet; Corvette; C3(1967-1983); Cabrio(1967-1983)
Chevrolet; Corvette; C3(1967-1983); Coupe(1967-1983)
Chevrolet; Corvette; C2(1962-1967); Cabrio(1962-1967)
Chevrolet; Corvette; C2(1962-1967); Coupe(1962-1967)
Chevrolet; Corvette; C1(1953-1962);
Chevrolet; Spark; II(2009-teraz); Hatchbackfacelifting(2012-teraz)
Chevrolet; Spark; II(2009-teraz); Hatchback(2009-2012)
Chevrolet; Spark; I(2005-2009);
Chevrolet; TrailBlazer; II(2012-teraz);
Chevrolet; TrailBlazer; I(2000-2012);
Chevrolet; Trax; PlaceholderGen;
Chevrolet; Volt; PlaceholderGen;
Chevrolet; Alero; PlaceholderGen;
Chevrolet; Astro; II(1994-2005);
Chevrolet; Astro; I(1985-1994);
Chevrolet; Avalanche; GMT900(2007-2013);
Chevrolet; Avalanche; GMT800(2002-2006);
Chevrolet; Beretta; PlaceholderGen;
Chevrolet; Blazer; II(1995-2005);
Chevrolet; Blazer; I(1982-1994);
Chevrolet; Caprice Classic; IV(1991-1996); Kombi(1991-1996)
Chevrolet; Caprice Classic; IV(1991-1996); Sedan(1991-1996)
Chevrolet; Caprice Classic; III(1977-1990); Sedan(1977-1990)
Chevrolet; Caprice Classic; III(1977-1990); Kombi(1977-1990)
Chevrolet; Caprice Classic; III(1977-1990); Coupe(1977-1990)
Chevrolet; Caprice Classic; II(1971-1976); Sedan(1971-1976)
Chevrolet; Caprice Classic; II(1971-1976); Coupe(1971-1976)
Chevrolet; Caprice Classic; II(1971-1976); Cabrio(1971-1976)
Chevrolet; Caprice Classic; I(1965-1970); Cabrio(1965-1970)
Chevrolet; Caprice Classic; I(1965-1970); Coupe(1965-1970)
Chevrolet; Caprice Classic; I(1965-1970); Sedan(1965-1970)
Chevrolet; Cavalier; III(1995-2005); Sedan(1995-2005)
Chevrolet; Cavalier; III(1995-2005); Coupe(1995-2005)
Chevrolet; Cavalier; III(1995-2005); Cabrio(1995-2005)
Chevrolet; Cavalier; II(1988-1994); Sedan(1988-1994)
Chevrolet; Cavalier; II(1988-1994); Cabrio(1988-1994)
Chevrolet; Cavalier; II(1988-1994); Kombi(1988-1994)
Chevrolet; Cavalier; I(1981-1987); Kombi(1981-1987)
Chevrolet; Cavalier; I(1981-1987); Sedan(1981-1987)
Chevrolet; Cavalier; I(1981-1987); Coupe(1981-1987)
Chevrolet; Corsica; PlaceholderGen;
Chevrolet; Cruze; PlaceholderGen; Kombi(2012-2014)
Chevrolet; Cruze; PlaceholderGen; Hatchback5d(2011-2014)
Chevrolet; Cruze; PlaceholderGen; Sedan(2008-2014)
Chevrolet; Epica; PlaceholderGen;
Chevrolet; Evanda; PlaceholderGen;
Chevrolet; Express; PlaceholderGen;
Chevrolet; G20; PlaceholderGen;
Chevrolet; G30; PlaceholderGen;
Chevrolet; Gladiator; PlaceholderGen;
Chevrolet; HHR; PlaceholderGen;
Chevrolet; Impala; III(2006-2016);
Chevrolet; Impala; II(1999-2006);
Chevrolet; Impala; I(1994-1996);
Chevrolet; Kalos; PlaceholderGen;
Chevrolet; Lacetti; PlaceholderGen; Kombi(2004-2008)
Chevrolet; Lacetti; PlaceholderGen; Sedan(2004-2008)
Chevrolet; Lacetti; PlaceholderGen; Hatchback(2004-2009)
Chevrolet; Lumina; II(1995-2001);
Chevrolet; Lumina; I(1989-1996); APV(1989-1996)
Chevrolet; Lumina; I(1989-1996); Sedan(1989-1996)
Chevrolet; Malibu; VII(2012-2016);
Chevrolet; Malibu; VI(2008-2012);
Chevrolet; Malibu; V(2004-2007); Sedan(2004-2007)
Chevrolet; Malibu; V(2004-2007); Hatchback(2004-2007)
Chevrolet; Malibu; IV(1996-2004);
Chevrolet; Malibu; III(1978-1983); Sedan(1978-1983)
Chevrolet; Malibu; III(1978-1983); Coupe(1978-1983)
Chevrolet; Malibu; II(1973-1977);
Chevrolet; Malibu; I(1964-1972);
Chevrolet; Matiz; II(2005-2009);
Chevrolet; Matiz; I(2004-2005);
Chevrolet; Monte Carlo; VI(1999-2007);
Chevrolet; Monte Carlo; V(1994-1999);
Chevrolet; Monte Carlo; IV(1981-1988);
Chevrolet; Monte Carlo; III(1978-1980); Coupe(1978-1980)
